Codigo	Descripcion	Precio Costo	Precio Venta
7795735601167	MAGDALENA DON SATUR VAINILLA 200 G	$1,461.59	$2,100.00
7795735601198	MAGDALENAS DON SATUR CON CHIPS 200 G	$1,388.52	$2,000.00
7500435216562	MAGISTRAL LIMON 215	$1,079.00	$1,500.00
7790990003954	MAGISTRAL LIMON 225	$1,399.49	$2,000.00
7790990003022	MAGISTRAL LIMON 300	$1,744.24	$2,500.00
7790990003121	MAGISTRAL MARINA 300	$1,744.24	$2,500.00
7790990003138	MAGISTRAL MARINA 500	$2,754.89	$3,900.00
7790580133955	MAIZ BLANCO AREPA 1 K	$3,082.08	$4,400.00
7798033320211	MAIZ PISADO BLANCO SUSTENTO 500 G	$1,200.00	$1,700.00
7798033320235	MAIZ PISADO COLORADO SUSTENTO 1 K	$880.00	$1,200.00
7798033320280	MAIZ PISADO COLORADO SUSTENTO 500 G	$600.00	$900.00
7798048720471	MAIZ PISINGALLO 400 G	$940.00	$1,300.00
7798033320174	MAIZ PISINGALLO SUSTENTO 400 G	$480.00	$700.00
7798016195522	MAIZ PISINGALLO TARRAGONA 400 G	$475.00	$700.00
7798049540627	MAIZ PIZINGALLO DOROTEO 400 G	$828.00	$1,200.00
7794000007451	MAIZENA 220 G	$1,829.29	$2,700.00
7794000007468	MAIZENA 500 G	$2,765.92	$3,900.00
7791728246711	MALAMADO + DOS VASOS	$20,463.04	$29,000.00
7891050004741	MALIBU 750 CC	$11,887.41	$16,700.00
7798178801873	MALVAVISCO FRESA 20 G 6 UB	$148.33	$200.00
7908132208451	MAMA Y BEBE ACONDICIONADOR	$6,000.00	$6,000.00
7908132208734	MAMA Y BEBE COLONIA	$12,510.00	$12,510.00
7908132209540	MAMA Y BEBE JABON X 2	$6,500.00	$6,500.00
7908132208390	MAMA Y BEBE OLEO	$11,000.00	$11,000.00
7908132208437	MAMA Y BEBE SHAMPOO	$6,340.00	$6,340.00
7790040137912	MANA CHOCOLATADA 136 G	$832.76	$1,200.00
7790040137813	MANA LECHE 136 G	$832.76	$1,200.00
7790040137820	MANA LIMON 136 G	$762.95	$1,100.00
7790040141162	MANA PETIT 140 G	$602.44	$900.00
7790040133235	MANA RELLENA CHOCOLATE VAINILLA 152 G	$1,075.65	$1,500.00
7790040133259	MANA RELLENA LIMON LIMON 152 G	$971.54	$1,400.00
7790040133266	MANA RELLENA VAINILLA FRUTILLA 152 G	$1,075.65	$1,500.00
7790040133242	MANA RELLENAS VAINILLA CHOCOLATES 152G	$1,075.65	$1,500.00
7790040137837	MANA VAINILLA 136 G	$854.85	$1,200.00
7790040137844	MANA VAINILLA 408 G	$1,626.15	$2,300.00
7798113302281	MANAOS 2.25 L GRANADINA	$1,000.00	$1,300.00
7798113302533	MANAOS 2.25 L LIMA LUIMON	$1,578.22	$2,200.00
7798113300751	MANAOS 2.25 L NARANJA DURAZNO	$1,578.22	$2,200.00
7798113300928	MANAOS 2.5 L	$1,000.00	$1,300.00
7798113301321	MANAOS 3 L CITRUS	$1,720.74	$2,500.00
7798113301246	MANAOS 3 L COLA	$1,775.50	$2,500.00
7798113302434	MANAOS 3 L GRANADINA	$1,775.50	$2,500.00
7798113301369	MANAOS 3 L GUARANA	$1,775.50	$2,500.00
7798113301253	MANAOS 3 L LIMA	$1,775.50	$2,500.00
7798113301338	MANAOS 3 L LIMON	$1,720.74	$2,500.00
7798113301284	MANAOS 3 L MANZANA	$1,775.50	$2,500.00
7798113301260	MANAOS 3 L NARANJA	$1,775.50	$2,500.00
7798113301277	MANAOS 3 L POMELO	$1,775.50	$2,500.00
7798113302465	MANAOS LATA 354 CC COLA	$794.50	$1,100.00
7798113302472	MANAOS LATA 354 CC LIMA	$794.50	$1,100.00
7798113302489	MANAOS LATA 354 CC NARANJA	$794.50	$1,100.00
7798113302496	MANAOS LATA 354 CC POMELO BLANCO	$794.50	$1,100.00
7798113301628	MANAOS UVA 2.25 L	$1,571.02	$2,500.00
MANDA	MANARINA X UNIDAD	$115.00	$200.00
2200000019	MANDIOCA	$1,300.00	$2,500.00
MANDIO	MANDIOCA PELADA	$1,300.00	$2,000.00
7792860005815	MANI BAÑADO	$950.00	$1,500.00
7790580128043	MANI BAÑADO ARCOR 35 G 16 UB	$758.87	$1,100.00
2422618002005	MANI CELESTE PIZZA / JAMON	$1,250.00	$1,700.00
2422618002050	MANI CELESTE QUESO	$1,250.00	$1,700.00
7790580106027	MANI CON CHOCOLATE ARCOR 80 G	$1,389.93	$2,000.00
7790580110284	MANI CON CHOCOLATE BLOCK 40 G	$1,275.24	$1,800.00
7798151950697	MANI CON CHOCOLATE KING 120 G C 15 UB	$1,800.17	$2,600.00
7790580106195	MANI CONFITADO ARCOR 80 G	$910.69	$1,300.00
7792860007680	MANI CONFITADO LHERITIER	$950.00	$1,400.00
MANIFV	MANI CROCANTE FV CHEERS	$1,300.00	$2,000.00
7790524324654	MANI CROPPERS 105 G CROCANTE PARMESANO Y PIMIENTA	$812.01	$1,200.00
7790524324418	MANI CROPPERS 105 G FRITO SALADO SIN PIEL	$688.01	$1,000.00
7790524324470	MANI CROPPERS 105 G TOSTADO SIN PIEL	$688.01	$1,000.00
7790524324524	MANI CROPPERS 85 G BARBACOA	$688.01	$1,000.00
7790524324913	MANI CROPPERS 85 G CHILI PEPPER Y LIMA	$812.01	$1,200.00
7790524324500	MANI CROPPERS 85 G CREMA Y CEBOLLA	$688.01	$1,000.00
7790524324906	MANI CROPPERS 85 G JALAPEÑO	$812.01	$1,200.00
7790524324661	MANI CROPPERS 85 G JAMON SERRANO	$812.02	$1,200.00
7790524324517	MANI CROPPERS 85 G PANCETA	$688.00	$1,000.00
7790524324678	MANI CROPPERS 85 G TOMATE OLIVA Y CEBOLLA	$812.01	$1,200.00
7798112604140	MANI GOOD SHOW 140 G PELADO SALADO	$1,347.75	$1,900.00
7798151952585	MANI JAPOES 80 G SAB JAMON	$995.06	$1,400.00
7798151952592	MANI JAPOES 80 G SAB QUESO	$995.06	$1,400.00
7798151950024	MANI KING 1 K 9 UB	$6,052.04	$8,500.00
7798151953124	MANI KING 80 G SAB CREMA Y CEBOLLA	$779.94	$1,100.00
7798151953346	MANI KING FRITO 350 G 20 UB	$2,821.13	$4,000.00
7798151953131	MANI KING SABOR LIMON Y PIMIENTA 80 G 15 UB	$868.56	$1,300.00
7798151953391	MANI KING SALADO C PIEL 100 G	$720.45	$1,000.00
7798151953384	MANI KING SALADO SIN PIEL 100 G 15 UB	$852.04	$1,200.00
7798151953353	MANI KING SALADO SIN PIEL 350 G 20 UB	$2,444.56	$3,500.00
7798151952738	MANI KING SALADO SIN PIEL 500G	$937.50	$1,250.00
7798151953377	MANI KING SIN SAL SIN PIEL 100 G	$1,100.00	$1,600.00
7798151953360	MANI KING SIN SAL SIN PIEL 350 G	$2,080.00	$3,000.00
7798151953735	MANI KING SPICY HOT 100 G 15 UB	$608.95	$1,000.00
7798151952608	MANI KINK JAPONES SABOR PIZZA 80 G	$1,019.23	$1,500.00
7798151953148	MANI KINK SABOR PANCETA 80 G	$761.19	$1,100.00
7790310985946	MANI MANIAX 90 G JAPONES	$1,584.62	$2,300.00
7790310984543	MANI MANIAX 90 G JAPONES AJI LIMON	$1,584.62	$2,300.00
7790310985953	MANI MANIAX 90 G JAPONES JAMON	$860.09	$1,300.00
7790310985960	MANI MANIAX 90 G JAPONES SAL Y LIMON	$1,584.62	$2,300.00
7790310986028	MANI PEHUAMAR 135 G PELADO	$2,076.93	$3,000.00
7790310983904	MANI PEHUAMAR 85 G	$940.39	$1,500.00
7790310986738	MANI PEHUAMAR CON PIEL 135 G	$2,107.13	$3,000.00
7790310983874	MANI SALADO PEHUAMAR 75 G	$1,428.57	$2,100.00
7790310986769	MANI SALADO PEHUAMAR MANIAX 95 G AJI LIMON	$1,720.19	$2,400.00
7798151952981	MANI TOSTADO C CASCARA 175 G	$905.92	$1,300.00
7798113300041	MANOS NARANJA	$1,000.00	$1,400.00
7794480000010	MANTECA 100 G SS	$1,200.00	$1,700.00
7794480000027	MANTECA 200 G SS	$2,390.00	$3,400.00
7790398100088	MANTECA 200G PAULINA	$2,642.04	$3,700.00
7790243010159	MANTECA DE CACAO SANACUTIS	$856.63	$1,200.00
7798151953254	MANTECA DE MANI KING 350 G	$1,839.05	$2,600.00
7790243010111	MANTECA DECACAO	$1,035.00	$1,500.00
7790787960651	MANTECA ILOLAY SIN SAL 100 G	$1,448.71	$2,100.00
7790398100071	MANTECA LA PAULINA 100 G	$1,384.37	$2,000.00
7793940052002	MANTECA LA SERENISIMA 100 G	$1,905.61	$2,700.00
7793940054006	MANTECA LA SERENISIMA 200G	$3,467.45	$4,900.00
7794820000595	MANTECA MILKAUT 100 G	$1,703.45	$2,400.00
7794820903292	MANTECA MILKAUT 100 G	$1,494.65	$2,200.00
7794820000601	MANTECA MILKAUT 200 G	$3,291.36	$4,600.00
7794820903308	MANTECA MILKAUT 200 G	$2,923.65	$4,100.00
7798324650027	MANTECA NOGOLAC 100G	$1,500.00	$1,900.00
7795793102248	MANTECA RAMOLAC 100 G	$1,700.00	$2,400.00
7795793102088	MANTECA RAMOLAC 200GR	$3,240.00	$4,600.00
7798151770516	MANTECA TREMBLAY 100 G	$825.00	$1,200.00
7798344910279	MANTECA UNTABLE SYS 100 G	$1,230.00	$1,700.00
7798344910286	MANTECA UNTABLE SYS 200 G	$2,390.00	$3,400.00
7790380270119	MANTECOL 11 G CAFÉ	$1,939.24	$2,700.00
7790380270133	MANTECOL 11 G SALTED CARAMEL	$1,939.24	$2,700.00
7622201812652	MANTECOL 111 G	$1,939.24	$2,900.00
7622201816384	MANTECOL 25 G 16 UB	$560.00	$800.00
7622201812690	MANTECOL 253 G	$3,941.38	$5,600.00
7622201816414	MANTECOL 41 G 12 UB	$970.82	$1,400.00
7622201816445	MANTECOL 64 G 9 UB	$1,136.93	$1,600.00
7790380126379	MANTECOL BAÑADO 20 G	$287.77	$400.00
7790380270126	MANTECOL COCO 111 G	$1,939.24	$2,700.00
805	MANZANA	$5,500.00	$8,200.00
7790150250426	MANZANA CON  CANELA X20	$1,443.42	$2,100.00
7790150331088	MANZANILLA CON ANIS LA VIRGINIA 25 SAQ 6 UB	$1,413.72	$2,000.00
77901503310881	MANZANILLA CON ANIS X UNIDAD LA VIRGINIA	$48.80	$100.00
7790150330166	MANZANILLA LA VIRGINIA 25 SAQ 6 UB	$1,194.91	$1,600.00
MAPLE	MAPLE DE HUEVO	$5,800.00	$6,500.00
70330728721	MAQUINITA AFEITAR BIC COMFORT NGRO C 12 U	$1,006.13	$1,400.00
70330709485	MAQUINITA BIC SENSITIVE 2	$875.00	$1,300.00
70330731806	MAQUINITA BIC SOLEIL C 12 U	$1,185.90	$1,700.00
7862180003300	MAQUINITA NOBEL HOME 3 HOJAS 24 UB	$345.83	$1,000.00
7791620187822	MARGARINA 200 G MARGADAN	$1,470.00	$2,100.00
7791620187808	MARGARINA DANICA 200 G	$2,120.00	$3,000.00
MARINERA PETRI COMUN	MARINERAS PETRI COMUNES	$1,152.00	$1,600.00
77993403	MARLBORO BLUE TITANIUM 20	$5,850.00	$6,800.00
77918482	MARLBORO BOX 20	$5,300.00	$6,100.00
77916433	MARLBORO COMUN 20	$4,950.00	$5,800.00
77987297	MARLBORO CRAFTED Box 20	$3,050.00	$3,600.00
77987310	MARLBORO CRAFTED CELESTE	$2,450.00	$3,000.00
77987303	MARLBORO CRAFTED COMUN 20	$2,750.00	$3,200.00
77993397	MARLBORO CRAFTED COMUN BLUE	$2,750.00	$3,200.00
77989345	MARLBORO CRAFTED CORAL 20	$2,750.00	$3,300.00
77947550	MARLBORO FOREST FUSION 20 UVA	$5,300.00	$6,100.00
77987228	MARLBORO FUSION 3	$4,000.00	$4,650.00
77979667	MARLBORO GARDEN FUSION 20 MELON	$5,000.00	$5,800.00
77968401	MARLBORO SUMMER FUSION 20 SANDIA	$5,300.00	$6,100.00
7798359560476	MARLEY ALFAJOR BLANCO	$1,121.50	$1,800.00
7798359560469	MARLEY ALFAJOR NEGRO	$1,184.42	$1,800.00
7790950134834	MARTINI BLANCO 1 L	$4,000.00	$5,600.00
MASANE	MASA NEGRA	$1,700.00	$2,400.00
CHIPA	MASA PARA CHIPA DEL FEDE	$3,750.00	$5,500.00
7909883127749	MASCARA ANTICAIDA Y CRECIMIENTO	$16,000.00	$16,000.00
7909883014698	MASCARA LUMINA	$11,200.00	$11,200.00
7908371651414	MASCARA SECRET	$28,260.00	$28,260.00
7909883002893	MASCARILLA FACE	$10,900.00	$10,900.00
7790580146795	MASTICALES FRUTALES 100 G HALLOWEEN	$1,619.39	$2,300.00
7790580118327	MASTICALES FRUTALES 396 G HALLOWEEN	$2,517.22	$3,600.00
MATE	MATE	$7,000.00	$10,000.00
7790411000784	MATE COCIDO ROSAMONTE 20 SAQ	$815.22	$1,200.00
MATECUERO	MATE FORRADO EN CUERO	$8,000.00	$12,000.00
MATELISTO	MATE LISTO HIERBAS	$1,100.00	$1,500.00
MATEPORONGO	MATE PORONGO	$3,000.00	$6,000.00
7908132265379	MATIZADOR LUMINA	$7,500.00	$7,500.00
7798043062361	MAXUI ALMENDRAS 80 CC 16 UB	$1,273.43	$1,900.00
7798043062354	MAXUI BLANCO 80 CC 16 UB	$1,003.13	$1,600.00
7798043065058	MAXUI BLANCO DUO 80 CC 16 UB	$1,003.13	$1,600.00
7798171946953	MAXX	$1,300.00	$1,700.00
7798171946267	MAXX	$1,300.00	$1,700.00
7798171946977	MAXX	$1,300.00	$1,700.00
7798171946328	MAXX	$1,300.00	$1,700.00
7790580137595	MAYONESA BC GIRASOL 125 CC 20 UB	$670.70	$1,000.00
7790580135461	MAYONESA BC GIRASOL 250 CC	$1,042.03	$1,500.00
7791866000565	MAYONESA CADA DIA 125 CC 20 UB	$321.93	$500.00
7791620002255	MAYONESA FIESTA 100 G 20 UB	$440.00	$600.00
7791620187723	MAYONESA FIESTA 250 CC 24 UB	$690.00	$1,000.00
7791620002279	MAYONESA FIESTA 250 G	$663.00	$1,000.00
7790580135454	MAYONESA GIRASOL 500 CC	$1,937.86	$2,800.00
7794000006096	MAYONESA HELLMANS 118 G	$658.72	$1,000.00
7794000007079	MAYONESA HELLMANS 118 G LIVIANA	$602.64	$900.00
7794000006065	MAYONESA HELLMANS 237 DP 12 UB	$1,236.82	$1,800.00
7794000007093	MAYONESA HELLMANS 237 G DP LIVIANA	$1,176.58	$1,700.00
7794000006072	MAYONESA HELLMANS 475 G	$1,732.72	$2,500.00
7794000006058	MAYONESA HELLMANS 950 CC CLASICA	$4,188.44	$5,900.00
7794000005433	MAYONESA HELLMANS VEGANA 500 G	$1,706.34	$2,400.00
7792180142627	MAYONESA LAS CAÑUELAS 121 G C LIMON	$470.84	$700.00
7791866001357	MAYONESA NATURA 1000 CC 8 UB	$4,807.50	$6,800.00
7791866001197	MAYONESA NATURA 125 G 20 UB	$614.72	$900.00
7791866001203	MAYONESA NATURA 250 G 12 UB	$1,257.79	$1,800.00
7791866001364	MAYONESA NATURA 500 G 12 UB	$2,512.78	$3,600.00
7790670052739	MEDALLON CONGELADO 95 G ARVEJAS BROCOLI	$3,219.20	$4,500.00
7790670052722	MEDALLON CONGELADO 95 G LENTEJA ZANAHORIA	$3,219.20	$4,500.00
7790670052999	MEDALLON DE SOJA REBOZADO GOOD MARK 85 G X 4	$2,293.13	$3,300.00
7790670052326	MEDALLON GREEN LIFE CONG 95 G CALABAZA CHOCLO	$1,303.31	$1,900.00
7790670052340	MEDALLON GREEN LIFE CONG 95 G LENTEJA ZANAHORIA	$1,303.31	$1,900.00
7790360966797	MEDALLON SWIFT DOBLE 112 G 42 UB	$865.42	$1,200.00
7790670053064	MEDALLON TRES CRUCES 55 G SOJA	$947.48	$1,400.00
7790580139872	MEDALLONES BOMBONES SURTIDOS	$9,050.00	$13,000.00
7790670052333	MEDALLONES DE ARVEJA Y BROCOLI 95 G	$1,303.31	$1,900.00
7790070032089	MEDALLONES DE POLLO GRANJA DEL SOL 330G	$1,114.57	$1,560.40
7790670051404	MEDALLONES TRES CRUCES X2 110 G.	$840.50	$1,200.00
7790040143593	MEDIA TARDE 105 G	$346.76	$500.00
7790040143005	MEDIA TARDE SANDWICH 3 U 16 UB	$1,101.69	$1,600.00
7622300829728	MELBA 120 G	$863.72	$1,200.00
7790040139770	MELITAS 159GR	$867.78	$1,300.00
7793360126963	MEMBRILLO LA CAMPAGNOLA 500 G	$1,772.11	$2,500.00
7790580134228	MENTA CHOCOLATE 140 G 28 UB	$1,900.00	$2,500.00
7790150340165	MENTA PEPERINA 25 SAQ C 6 6 UB	$708.63	$1,000.00
7790580146870	MENTHO PLUS ESTUCHE BERRIES 6 UB	$1,249.97	$1,800.00
77944405	MENTHOPLUS ACIDO CHERRY C 12 U	$555.16	$800.00
77952455	MENTHOPLUS ACIDO MANZANA C 12 U	$540.82	$800.00
77944412	MENTHOPLUS ACIDO NARANJA C 12 U	$298.22	$700.00
77955111	MENTHOPLUS CAFE LATTE C 12 U	$540.82	$800.00
77958631	MENTHOPLUS CHERRY C 12 U	$430.96	$600.00
77992499	MENTHOPLUS CREMIX FRUTILLA C 12 U	$540.82	$800.00
7790580138820	MENTHOPLUS HOME 100 G CEREZA	$1,848.13	$2,600.00
77958532	MENTHOPLUS LIMON VITAMINA C 12 UB	$350.00	$500.00
77958662	MENTHOPLUS MENTA 12 UB	$406.56	$600.00
77958624	MENTHOPLUS MENTHOL 12 UB	$406.56	$600.00
77958655	MENTHOPLUS MIEL C 12 U	$420.60	$600.00
77958648	MENTHOPLUS STRONG C 12 U	$430.96	$600.00
77946805	MENTHOPLUS ZERO CHERRY 12 UB	$596.44	$900.00
77946812	MENTHOPLUS ZERO DURAZNO C 12 U	$493.90	$700.00
77946829	MENTHOPLUS ZERO MENTOL C 12 U	$611.13	$1,000.00
77901095	MENTHOPLUS ZERO STRONG 12 UB	$611.13	$1,000.00
7798094344249	MENTITAS DULCE DE LECHE 12 UB	$324.23	$500.00
7798094340555	MENTITAS FRUTALES 12 UB	$315.64	$500.00
7798094340012	MENTITAS MENTA C 12 U	$375.00	$600.00
7798186033747	MENTITAS SANDIA 12 UB	$300.28	$500.00
7840036105446	MENTOLINA 10 G	$700.00	$1,000.00
708436473442	MEPRO LUX 2500 PUFFS	$3,500.00	$4,900.00
708436473435	MEPRO LUX 2500 PUFFS	$3,500.00	$4,900.00
708436473466	MEPRO LUX 2500 PUFFS	$3,500.00	$4,900.00
708436473459	MEPRO LUX 2500 PUFFS	$3,500.00	$4,900.00
7790975000039	MERCIER DEMI SEC	$7,388.76	$10,400.00
7790975000022	MERCIER EXTRA BRUT	$760.76	$1,065.06
MERENGUE	MERENGUES	$1,400.00	$1,900.00
724751092151	MERLE Y TONIC COPA MAS BOTANICOS	$28,600.00	$40,000.00
7790580132248	MERMELADA ARCOR 390 G CIRUELA	$2,200.00	$2,900.00
7790580123437	MERMELADA ARCOR 454 G CIRUELA	$4,009.84	$5,600.00
7790580132163	MERMELADA ARCOR 454 G DURAZNO	$2,009.84	$2,900.00
7790580132187	MERMELADA ARCOR 454 G FRUTILLA	$2,088.72	$3,000.00
7790580132194	MERMELADA ARCOR 454 G NARANJA	$1,900.00	$2,500.00
7790580132170	MERMELADA ARCOR FSCO 454 G DAMASCO	$2,009.84	$2,900.00
7790580132262	MERMELADA ARCOR LIGH 390 G NARANJA	$2,200.00	$2,900.00
7793360131561	MERMELADA BC 390 G ARANDANO	$2,822.24	$4,000.00
7793360131516	MERMELADA BC 390 G DURAZNO	$2,347.31	$3,300.00
7793360811401	MERMELADA BC 390 G FR DURAZNO	$247.13	$925.83
7793360131592	MERMELADA BC 390 G FRAMBUESA	$2,822.24	$4,000.00
7798138551473	MERMELADA DE DURAZNO MOLTO 454G	$664.90	$1,000.00
7793046008071	MERMELADA DULCOR CIRUELA	$848.85	$1,200.00
7793046008057	MERMELADA DULCOR DAMASCO	$848.85	$1,200.00
7793046008019	MERMELADA DULCOR DURAZNO	$848.85	$1,200.00
7793046008095	MERMELADA DULCOR FRUTILLA	$1,055.32	$1,500.00
7793046008033	MERMELADA DULCOR NARANJA	$735.18	$1,100.00
7798138551497	MERMELADA FRUTILLA MOLTO 454G	$1,119.25	$1,600.00
7793360131424	MERMELADA LA CAMPAGNOLA FCO 454 G CIRUELA	$1,402.65	$3,300.00
7793360131486	MERMELADA LA CAMPAGNOLA FCO 454 G FRUTOS ROJOS	$2,709.04	$3,800.00
7793360131448	MERMELADA LA CAMPAGNOLA FRAS 454 G DAMASCO	$2,638.57	$2,100.00
7793360131400	MERMELADA LA CAMPAGNOLA FRAS 454 G DURAZNO	$2,637.06	$3,700.00
7793360131431	MERMELADA LA CAMPAGNOLA FRAS 454 G NARANJA	$2,637.06	$3,700.00
7790580132224	MERMELADA LIGHT ARCOR FSCO 454 G DURAZNO	$1,887.69	$2,700.00
7790580132255	MERMELADA LIGHT ARCOR FSCO 454 G FRUTILLA	$2,347.91	$3,300.00
7795184119794	MERMELADA NOEL FRASCO FRUTILLA 454 G	$1,786.27	$2,500.00
7795184006001	MERMELADA NOEL FRASCO LIGHT DURAZNO 390 G	$1,221.97	$1,700.00
7795184119770	MERMELADA NOEL FRASCO NARANJA 454 G	$1,408.71	$2,000.00
7795184119787	MERMELADANOEL 450 G FRASCO CIRUELA	$1,443.65	$2,100.00
7795184119763	MERMELADANOEL 450 G FRASCO DAMASCO	$1,182.09	$1,700.00
7795184119756	MERMELADANOEL 450 G FRASCO DURAZNO	$1,425.21	$2,000.00
7908240839165	MEU PRIMEIRO HUMOR 75ML	$0.00	$42,000.00
7790150360262	MEZCLA HIERBAS 25 SAQ C 6	$1,229.60	$1,800.00
7798096031239	MIC CHOCLO Y ARVEJAS DOÑA PUPA 340 G	$785.11	$1,100.00
7891991302654	MICHELOB 269 PACK 8 U	$10,000.00	$14,000.00
7840050009744	MICHELOB 275ML	$10,000.00	$14,000.00
7840050009737	MICHELOB 275ML BOTELLA	$1,666.67	$2,500.00
7891991302036	MICHELOB 8 LAT 350 ML 90 CALORIAS	$11,500.00	$15,000.00
7840050009881	MICHELOB ULTRA 269	$13,000.00	$18,000.00
7840050009508	MICHELOB ULTRA 269ML	$1,083.33	$1,500.00
7840050009867	MICHELOB ULTRA PACK 15 269ML	$17,000.00	$22,000.00
7798020870064	MIEL AXEL 500 CC	$752.50	$1,100.00
MIELENTRERIOS	MIEL ENTRE RIOS CHICA 3764217050	$1,500.00	$2,100.00
MIELENTRERIOSG	MIEL ENTRE RIOS GRANDE	$2,900.00	$4,100.00
MIEL LA CORRENTINA C	MIEL LA CORRENTINA CHICA	$1,000.00	$1,400.00
MIEL LA CORRENTINA G	MIEL LA CORRENTINA GRANDE	$2,500.00	$3,500.00
MIG	MIGRAL	$350.00	$600.00
402	MILANESA DE CARNE	$1,360.00	$2,040.00
HTTPÑ--WWW.GRANALIER	MILANESA DE CERDO GRANALIER 1KG	$6,300.00	$9,000.00
401	MILANESA DE POLLO	$1,360.00	$2,040.00
7790070035998	MILANESA DE SOJA GRANJA DEL CALABAZA	$2,174.33	$3,100.00
7790070035981	MILANESA DE SOJA GRANJA DEL ESPINACA	$2,174.33	$3,100.00
7790070036049	MILANESA DE SOJA GRANJA DEL SOL CALABAZA Y QUESO	$2,075.00	$3,000.00
7790070036056	MILANESA DE SOJA GRANJA DEL SOL NAPOLITANA	$2,549.79	$3,600.00
7790070035967	MILANESA DE SOJA GRANJA DEL T CASERA	$2,149.25	$3,000.00
7790360967817	MILANESA DE SOJA SWIFT QUESO Y TOMATE	$2,055.38	$2,900.00
7790360967800	MILANESAS DE SOJA SWIFT ESPINACA Y QUESO	$2,055.38	$2,900.00
7790360967794	MILANESAS DE SOJA SWIFT JAMON Y QUESO 380 G	$2,187.59	$3,100.00
3402119	MILER HIGH LIFE 330 CC	$1,500.00	$2,100.00
7622202220555	MILKA 55 G ALMENDRAS	$593.92	$900.00
7622202220579	MILKA 55 G BLANCO	$593.92	$900.00
7622210745620	MILKA ALMENDRAS 55G	$1,981.78	$2,800.00
7622210745583	MILKA BLANCO 55 G	$1,818.14	$2,600.00
7622210745293	MILKA CASTAÑA 55G	$1,600.00	$2,300.00
7622210795625	MILKA LECHE 20 G	$308.37	$500.00
7622210745224	MILKA LECHE 55 G	$1,981.78	$2,800.00
7622201818975	MILKA LEGER AIREADO 50 G ALMENDRA	$1,404.44	$2,000.00
7622201818951	MILKA LEGER AIREADO 50 G COMBINADO	$1,835.47	$2,600.00
7622201818937	MILKA LEGER AIREADO 50 G LECHE	$1,404.44	$2,000.00
7622300631574	MILKA OREO 100 G	$1,585.73	$2,300.00
7622201806552	MILKA OREO BLANCO 55 G	$1,152.52	$1,700.00
7622210745132	MILKA OREO BLANCO 55 G	$1,981.77	$2,800.00
7898032910281	MILLER HIGH LIFE 650 ML	$2,666.67	$3,500.00
7898032910274	MILLER HIGHLIFE 355	$1,750.00	$2,500.00
7790070507372	MINERVA 250 CC	$1,161.60	$1,700.00
7790070507341	MINERVA X 500	$1,029.93	$1,500.00
7622201520823	MINI CEREALITAS 70 G AVENA Y COCO	$266.00	$500.00
7622201520557	MINI CEREALITAS 70 G GRANOLA	$267.01	$500.00
7798048730715	MINI DELICIAS DE LA NONA 160 G CHOCOLATE	$749.92	$1,100.00
7798048730722	MINI DELICIAS DE LA NONA 160 G FRUTILLA	$749.92	$1,100.00
7798048730975	MINI DELICIAS DE LA NONA 160 G MOUSE DE CHOCO 24 UB	$749.92	$1,100.00
7798048730708	MINI DELICIAS DE LA NONA 160 G VAINILLA 24 UB	$749.92	$1,100.00
7908371636282	MINI ESSENCIAL	$45,000.00	$45,000.00
7798043060695	MINI KUA DUL LECHE VAINILLA 90 CC 24 UB	$858.84	$1,300.00
7798043060992	MINI KUA FRUTILLA AMERICANA 90 CC 24 UB	$790.61	$1,200.00
7622300841461	MINI OREO 50 G	$147.03	$300.00
7622201761288	MINI OREO 50 G	$711.17	$1,000.00
603554064018	MINI PAYE 12 G 96 UB	$192.71	$300.00
7622300836610	MINI PEPITOS 50 G	$112.70	$200.00
7622201740399	MINI PEPITOS 50 G	$711.17	$1,000.00
7790040139251	MINI POLVORITA 152 G CHOCOLATE	$570.37	$800.00
7790040139244	MINI POLVORITA 152 G LIMON	$484.82	$800.00
7622201745639	MINI VARIEDAD 170 G	$638.52	$900.00
7622201503772	MINI VARIEDAD TERRABUSI 170 G	$242.03	$500.00
7791813423157	MIRINDA 2.25	$1,595.77	$2,300.00
7791813421320	MIRINDA MANZANA	$2,110.67	$3,000.00
7791813423317	MIRINDA MANZANA 2250 cc	$1,638.07	$2,300.00
7790670052203	MIX 4 BERRIES GREEN LIFE 400 G	$6,554.50	$9,300.00
7790150161227	MIX CAPPUCCINO LA VIRGINIA DDL DP	$3,132.38	$4,400.00
7790150161500	MIX CAPPUCCINO LA VIRGINIA MOCHA DP	$3,289.00	$4,600.00
7790150161128	MIX CAPPUCCINO LA VIRGINIA VAINILLA DP	$719.03	$1,140.00
7790150161029	MIX CAPUCCHINO MOUSSE CHOCO 155 G	$3,289.00	$4,600.00
7790150160725	MIX CAPUCCINO LA VIRGINIA TRAD DOY PACK 125 G	$2,717.79	$3,800.00
7790150532300	MIX CRIOLLO ALICANTE 25 G	$735.89	$1,000.00
MIXFLORALMIA	MIX FLORAL MIA PREMIUM	$3,000.00	$4,000.00
7790142018805	MIZZI CAT 500 G CARNE	$276.00	$400.00
7798156721223	MIZZI CAT 500 G COCTEL	$276.00	$400.00
7798156721247	MIZZI CAT 500 G FRUTOS DE MAR	$276.00	$400.00
7790580169312	MOGUL 30 G CEREBRITOS 12 U	$454.54	$700.00
7790580152215	MOGUL 80 G ANILLOS	$1,107.77	$1,600.00
